saleName="中国人寿夕阳红老人保险"	,	regName="国寿夕阳红意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险 国寿附加绿舟意外住院定额给付医疗保险"
saleName="中国人寿婴幼儿呵护保险系列A款"	,	regName="国寿学生儿童定期寿险(A)款 国寿附加学生儿童住院费用补偿医疗保险A款 国寿附加学生儿童重大疾病保险"
saleName="中国人寿婴幼儿呵护保险系列B款"	,	regName="国寿学生儿童定期寿险(A)款 国寿附加学生儿童住院费用补偿医疗保险A款 国寿附加学生儿童重大疾病保险"
saleName="中国人寿婴幼儿呵护保险系列C款"	,	regName="国寿学生儿童定期寿险(A)款 国寿附加学生儿童住院费用补偿医疗保险A款 国寿附加学生儿童重大疾病保险"
saleName="中国人寿婴幼儿呵护保险系列D款"	,	regName="国寿学生儿童定期寿险(A)款 国寿附加学生儿童住院费用补偿医疗保险A款 国寿附加学生儿童重大疾病保险"
saleName="中国人寿婴幼儿呵护保险系列E款"	,	regName="国寿学生儿童定期寿险(A)款 国寿附加学生儿童住院费用补偿医疗保险A款 国寿附加学生儿童重大疾病保险"
saleName="中国人寿绿舟综合保障计划A款（18-35周岁）"	,	regName="国寿附加绿舟意外费用补偿医疗保险 国寿附加绿舟住院定额给付医疗保险"
saleName="中国人寿绿舟综合保障计划A款（18-35周岁）"	,	regName="国寿附加绿舟重大疾病保险 国寿绿舟意外伤害保险(2013版)"
saleName="中国人寿绿舟综合保障计划A款（36-55周岁）"	,	regName="国寿附加绿舟意外费用补偿医疗保险 国寿附加绿舟住院定额给付医疗保险"
saleName="中国人寿绿舟综合保障计划A款（36-55周岁）"	,	regName="国寿附加绿舟重大疾病保险 国寿绿舟意外伤害保险(2013版)"
saleName="中国人寿绿舟综合保障计划B款（18-35周岁）"	,	regName="国寿附加绿舟意外费用补偿医疗保险 国寿附加绿舟住院定额给付医疗保险"
saleName="中国人寿绿舟综合保障计划B款（18-35周岁）"	,	regName="国寿附加绿舟重大疾病保险 国寿绿舟意外伤害保险(2013版)"
saleName="中国人寿绿舟综合保障计划B款（36-55周岁）"	,	regName="国寿附加绿舟意外费用补偿医疗保险 国寿附加绿舟住院定额给付医疗保险"
saleName="中国人寿绿舟综合保障计划B款（36-55周岁）"	,	regName="国寿附加绿舟重大疾病保险 国寿绿舟意外伤害保险(2013版)"
saleName="中国人寿绿舟综合保障计划C款（18-35周岁）"	,	regName="国寿附加绿舟意外费用补偿医疗保险 国寿附加绿舟住院定额给付医疗保险"
saleName="中国人寿绿舟综合保障计划C款（18-35周岁）"	,	regName="国寿附加绿舟重大疾病保险 国寿绿舟意外伤害保险(2013版)"
saleName="中国人寿绿舟综合保障计划C款（36-55周岁）"	,	regName="国寿附加绿舟意外费用补偿医疗保险 国寿附加绿舟住院定额给付医疗保险"
saleName="中国人寿绿舟综合保障计划C款（36-55周岁）"	,	regName="国寿附加绿舟重大疾病保险 国寿绿舟意外伤害保险(2013版)"
saleName="中国人寿茁壮成长少儿保险B款"	,	regName="国寿学生儿童定期寿险(A)款 国寿附加学生儿童住院费用补偿医疗保险A款 国寿附加学生儿童重大疾病保险"
saleName="中国人寿茁壮成长少儿保险系列A款"	,	regName="国寿学生儿童定期寿险(A)款 国寿附加学生儿童住院费用补偿医疗保险A款 国寿附加学生儿童重大疾病保险"
saleName="中国人寿茁壮成长少儿保险系列C款"	,	regName="国寿学生儿童定期寿险(A)款 国寿附加学生儿童住院费用补偿医疗保险A款 国寿附加学生儿童重大疾病保险"
saleName="中国人寿茁壮成长少儿保险系列D款"	,	regName="国寿学生儿童定期寿险(A)款 国寿附加学生儿童住院费用补偿医疗保险A款 国寿附加学生儿童重大疾病保险"
saleName="中国人寿茁壮成长少儿保险系列E款"	,	regName="国寿学生儿童定期寿险(A)款 国寿附加学生儿童住院费用补偿医疗保险A款 国寿附加学生儿童重大疾病保险"
saleName="中国人寿阳光宝贝健康保障"	,	regName="国寿学生儿童意外伤害保险（2013版） 国寿附加学生儿童意外伤害费用补偿医疗保险（A款）"
saleName="中国人寿阳光宝贝健康保障"	,	regName="国寿附加学生儿童住院定额给付医疗保险 国寿附加学生儿童重大疾病保险"
saleName="国寿综合意外保障2015版A款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险 国寿附加绿舟意外住院定额给付医疗保险"
saleName="国寿综合意外保障2015版B款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险"
saleName="国寿综合意外保障2015版C款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险"
saleName="国寿综合意外保障2015版D款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险"
saleName="国寿综合意外保障2015版E款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险"
saleName="国寿综合意外保障A款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险"
saleName="国寿综合意外保障B款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险 国寿附加绿舟意外住院定额给付医疗保险"
saleName="国寿综合意外保障C款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险 国寿附加绿舟住院费用补偿医疗保险"
saleName="国寿综合意外保障D款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险"
saleName="国寿综合意外保障D款"	,	regName="国寿附加绿舟意外住院定额给付医疗保险 国寿附加绿舟重大疾病保险"
saleName="国寿综合意外保障E款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险"
saleName="国寿综合意外保障E款"	,	regName="国寿附加绿舟住院费用补偿医疗保险 国寿附加绿舟重大疾病保险"
saleName="国寿综合意外保障F款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险 国寿附加绿舟重大疾病保险"
saleName="国寿综合意外保障G款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险 国寿附加绿舟意外住院定额给付医疗保险"
saleName="国寿综合意外保障H款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险 国寿附加绿舟住院费用补偿医疗保险"
saleName="国寿综合意外保障I款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险"
saleName="国寿综合意外保障I款"	,	regName="国寿附加绿舟意外住院定额给付医疗保险 国寿附加绿舟重大疾病保险"
saleName="国寿综合意外保障J款"	,	regName="国寿绿舟意外伤害保险（2013版） 国寿附加绿舟意外费用补偿医疗保险"
saleName="国寿综合意外保障J款"	,	regName="国寿附加绿舟住院费用补偿医疗保险 国寿附加绿舟重大疾病保险"
